"session_id","first_event_at","command_count","login_attempts","vt_flagged","dshield_flagged","country","asn","as_name","is_vpn","is_proxy","is_tor","organization","threat_level","dshield_attacks","dshield_count","spur_client_type"
"7789086db6a5","2025-10-24 23:41:19.682661+00",13,3,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"c951832ecb7a","2025-10-24 23:20:53.33356+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3f1fb73e6b09","2025-10-24 23:20:15.841574+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"f2e10cd1328e","2025-10-24 23:20:00.762851+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9079cca6884","2025-10-24 23:19:51.456792+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dd062f907173","2025-10-24 23:13:33.744058+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"414ba11e9635","2025-10-24 22:43:39.997886+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2b6f2cd119e5","2025-10-24 22:31:19.809012+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ac99fe953191","2025-10-24 22:31:13.470967+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69fb527321ce","2025-10-24 22:23:57.367271+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"62635edcd4d6","2025-10-24 22:23:47.263675+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4fff9b6c01fd","2025-10-24 22:20:10.788451+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9e5558b9695b","2025-10-24 22:16:43.245278+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"de5195d7c8fc","2025-10-24 21:59:19.134765+00",20,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"29a553083fab","2025-10-24 21:58:04.310346+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9c7c1d07a91f","2025-10-24 21:56:55.188905+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8373a71a2297","2025-10-24 21:54:49.179265+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"60e35eb1d124","2025-10-24 21:53:21.592315+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7481151b9418","2025-10-24 21:50:18.616668+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"bed9961c243b","2025-10-24 21:45:26.949952+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"c57ade275784","2025-10-24 21:43:57.638146+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aea6e43f2403","2025-10-24 21:42:32.779215+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9bd25719361","2025-10-24 21:41:11.784022+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b94da4e5c8f9","2025-10-24 21:41:08.743427+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"f5d56e414579","2025-10-24 21:41:05.196703+00",22,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"64f0af69f629","2025-10-24 21:39:33.802503+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4460d8ece876","2025-10-24 21:38:03.416114+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"382867d3cb7a","2025-10-24 21:36:35.758364+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"f30106fd0145","2025-10-24 21:35:04.575305+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ba77ae487e38","2025-10-24 21:33:29.097103+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"c42ea8536ef2","2025-10-24 21:31:53.018643+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"f8dc45949fbc","2025-10-24 21:30:26.486119+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab59c4a09d9e","2025-10-24 21:29:23.305908+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a908f934c883","2025-10-24 21:28:59.331751+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b2a8b239cfcd","2025-10-24 21:27:30.408428+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"932652173677","2025-10-24 21:25:59.539173+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2c153f339f2b","2025-10-24 21:24:33.473558+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9bf51ee83897","2025-10-24 21:24:31.269707+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"669d2fe08b5f","2025-10-24 21:23:03.850947+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3b4c773485b0","2025-10-24 21:21:30.407382+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"414732dadf54","2025-10-24 21:19:54.256632+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"27c34a077f79","2025-10-24 21:18:20.902202+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"738f93e0e76c","2025-10-24 21:16:54.478122+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01bf3ddd6f9b","2025-10-24 21:15:26.749836+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aff6742e7150","2025-10-24 21:13:56.366814+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"d0374ef6efa9","2025-10-24 21:12:27.186706+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"cc2e4f08393c","2025-10-24 21:11:00.983557+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db7c6d04be90","2025-10-24 21:09:30.047715+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"d45b717814da","2025-10-24 21:09:17.280971+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4c13d8644670","2025-10-24 21:08:02.241163+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ed38a15573a0","2025-10-24 21:08:00.108743+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2c004d9eee4b","2025-10-24 21:07:59.406513+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"43bc45ed7328","2025-10-24 21:07:57.124379+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"632de396bed6","2025-10-24 21:07:56.224802+00",22,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"f5e0909f366f","2025-10-24 21:07:53.688676+00",20,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"d8f1c98eb7c9","2025-10-24 21:06:09.609854+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"552f93311a08","2025-10-24 21:05:56.083783+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"abf8780f1336","2025-10-24 21:04:36.709029+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"fb5e1d2bf16b","2025-10-24 21:03:56.760067+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"619c6bde9dde","2025-10-24 21:03:02.54052+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4d29eec10e76","2025-10-24 21:02:45.752814+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"330630022f2f","2025-10-24 21:02:38.077699+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"eac09e4dd98b","2025-10-24 21:00:54.52756+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9fc593f92b5c","2025-10-24 20:59:46.239985+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6b61ead32f00","2025-10-24 20:59:23.817723+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"42b2e71021cd","2025-10-24 20:57:10.387913+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0ddb442a617","2025-10-24 20:57:10.182799+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8787c106ebc6","2025-10-24 20:57:09.529471+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"af3ebbb0e5f3","2025-10-24 20:54:51.059171+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"458537916b74","2025-10-24 20:54:48.912958+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ad6390d5d5a","2025-10-24 20:54:37.717453+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b63c547542b5","2025-10-24 20:51:54.024999+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"be51251e247a","2025-10-24 20:49:31.457696+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"82df035cc2fc","2025-10-24 20:49:25.09809+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8a38f0813d1f","2025-10-24 20:30:44.966918+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6ba5032ae32f","2025-10-24 20:29:23.573425+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6b484077f237","2025-10-24 20:17:26.944145+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"73040c2279a6","2025-10-24 20:17:25.158921+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7d11ca31ea26","2025-10-24 20:13:12.975178+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"af7d65c47f9c","2025-10-24 20:12:41.13335+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7eba8b6f57b6","2025-10-24 20:12:34.061247+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"009f8766d7dc","2025-10-24 20:12:28.160429+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"f7a0eda9d99f","2025-10-24 20:12:15.139852+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"36187fc2745b","2025-10-24 20:12:02.158255+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"737aa0309705","2025-10-24 20:11:49.156471+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"93f53a707d05","2025-10-24 20:11:36.166428+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"bc475ca2dad7","2025-10-24 20:11:23.153907+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"63b5afe6bcb6","2025-10-24 20:11:10.146522+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a8fbd388251","2025-10-24 20:10:57.136582+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5597e7366d79","2025-10-24 20:10:44.161594+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4d29efe3afd1","2025-10-24 20:10:31.123376+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"fff86733e19a","2025-10-24 20:10:18.131341+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7ae9d05b5055","2025-10-24 20:10:05.123972+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0fb3c29c708f","2025-10-24 20:09:52.142217+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868bc1b8fec0","2025-10-24 20:09:39.1251+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e7dfc6d85651","2025-10-24 20:09:26.128901+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7a0e9777ce71","2025-10-24 20:09:13.148612+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"569b23ea7664","2025-10-24 20:09:00.14218+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6cd99b67f4e3","2025-10-24 20:08:47.162906+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"845e491e7d12","2025-10-24 20:08:34.13686+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"645adc92f69b","2025-10-24 20:08:21.142565+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3fa9134db98f","2025-10-24 20:08:19.915775+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"f5ffdc8171d6","2025-10-24 20:08:08.15767+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2e8f77a81330","2025-10-24 20:07:55.154773+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc845548f705","2025-10-24 20:07:42.161194+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"19523a766632","2025-10-24 19:56:36.591469+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2ade09993f07","2025-10-24 19:08:36.8877+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"d7414d71b384","2025-10-24 19:08:36.716941+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"bc14a31e8356","2025-10-24 19:07:31.77028+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1a048cacc99","2025-10-24 19:07:10.632645+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
